requests,batch_size,context_length,avg_latency_sec,p50_latency_sec,p95_latency_sec,p99_latency_sec,avg_ttft_sec,avg_itl_sec,p99_itl_sec,avg_tps,aggr_tps,avg_tokens_generated,avg_cpu_time_sec(prompt-builder),total_runtime_sec
1,1,512,6.917647356000089,6.917647356000089,6.917647356000089,6.917647356000089,0.15844246299820952,0.0567942922881245,0.0567942922881245,17.756618414313003,17.756618414313003,120.0,1.0856369670000277,8.003873586654663
5,1,512,7.2254228092497215,7.9610871724999015,9.340862476200344,9.497572320840627,1.579411985248953,0.05820194483385577,0.05821554359496986,17.415367558638295,69.66147023455318,98.0,0.6343971192491153,10.404133558273315
10,1,512,9.93567600100032,10.243425110502358,12.057462894401032,12.224341264480536,4.025161813299564,0.059943299516095096,0.07046646428357252,16.909892743328946,169.09892743328948,100.4,0.5788784723001299,14.824034214019775
20,1,512,14.406758457286092,14.531016960499983,19.00161310490221,19.12366944658221,7.275602633785248,0.06353710745072279,0.07406359661123606,15.884283387192088,222.37996742068924,112.92857142857143,0.6096650970718785,21.969364881515503
50,1,512,28.181538768650995,28.287642620998668,41.16606471420018,41.71915290644123,19.242955133721026,0.09482909414312428,0.18561034934122753,11.338883388953233,487.571985724989,99.32558139534883,0.5720698237442817,43.9367241859436
