contexts,num_requests,avg_latency_sec,p50_latency_sec,p95_latency_sec,p99_latency_sec,avg_ttft_sec,avg_itl_sec,p99_itl_sec,avg_tps,aggr_tps,avg_tokens_generated,avg_cpu_time_sec(prompt-builder),total_runtime_sec
"128,128,512,128,4096,256,4096,256,256,512,8192,256,512,256,512,512,256,8192,128,128,128,4096,256,128,512,8192,512,128,128,512,256,512,128,512,256,256",29,17.191748578241395,19.122203399998398,25.985097141401635,26.722165999960417,11.562242935896737,0.06573563435022575,0.07556280870113771,15.487216773581869,449.1292864338742,86.82758620689656,0.64088010065524,31.82448124885559
