contexts,num_requests,avg_latency_sec,p50_latency_sec,p95_latency_sec,p99_latency_sec,avg_ttft_sec,avg_itl_sec,p99_itl_sec,avg_tps,aggr_tps,avg_tokens_generated,avg_cpu_time_sec(prompt-builder),total_runtime_sec
"128,128,512,128,4096,256,4096,256,256,512,8192,256,512,256,512,512,256,8192,128,128,128,4096,256,128,512,8192,512,128,128,512,256,512,128,512,256,256",30,21.40087244079999,22.106822440999167,30.02581861114995,31.842451368160585,14.045539481233572,0.092135283142565,0.1860110845385016,11.967701831606854,359.0310549482056,87.53333333333333,0.5724787738328208,34.00672101974487
