contexts,num_requests,avg_latency_sec,p50_latency_sec,p95_latency_sec,p99_latency_sec,avg_ttft_sec,avg_itl_sec,p99_itl_sec,avg_tps,aggr_tps,avg_tokens_generated,avg_cpu_time_sec(prompt-builder),total_runtime_sec
"128,128,512,128,4096,256,4096,256,256,512,8192,256,512,256,512,512,256,8192,128,128,128,4096,256,128,512,8192,512,128,128,512,256,512,128,512,256,256",31,17.132872559355043,18.682241452999733,27.01725327600252,28.898260029402444,11.063518736871043,0.06612210925786738,0.07022742457654702,15.30702197671931,474.51768127829865,93.16129032258064,0.5943052193869071,30.313740015029907
