context_length,batch_size,latency_sec,ttft_sec,tokens_per_sec,tokens_generated,cpu_time_sec(prompt-builder)
128,1,5.1129360840022855,0.16028304000064963,17.772794760069914,88,1.1872930850004195
256,1,7.425213652000821,0.19273674999931245,17.56004733472724,128,0.8066155870001239
512,1,5.6926854250014,0.27641277800285025,17.725266071281343,96,0.9297948080020433
1024,1,3.083597009001096,0.3960827299997618,17.873519911154297,48,0.7128222020000976
2048,1,4.3455322480003815,0.6171798129980743,17.63761852524668,66,0.5284199559973786
4096,1,7.600442160000966,0.34589508499993826,17.50665147302642,128,0.5279437630015309
8192,1,3.7920995320018847,0.530085908001638,17.787670402122544,58,0.7633968390000518
