contexts,num_requests,avg_latency_sec,p50_latency_sec,p95_latency_sec,p99_latency_sec,avg_ttft_sec,avg_itl_sec,p99_itl_sec,avg_tps,aggr_tps,avg_tokens_generated,avg_cpu_time_sec(prompt-builder),total_runtime_sec
"128,128,512,128,4096,256,4096,256,256,512,8192,256,512,256,512,512,256,8192,128,128,128,4096,256,128,512,8192,512,128,128,512,256,512,128,512,256,256",31,21.0371140189033,21.215025690999028,29.12275872149985,31.069998039001437,13.260229441612717,0.09281375598576973,0.12833351461607284,11.292809712217032,350.077101078728,89.2258064516129,0.5622493898391118,33.804194927215576
