requests,batch_size,context_length,avg_latency_sec,p50_latency_sec,p95_latency_sec,p99_latency_sec,avg_ttft_sec,avg_itl_sec,p99_itl_sec,avg_tps,aggr_tps,avg_tokens_generated,avg_cpu_time_sec(prompt-builder),total_runtime_sec
1,1,512,8.807713031768799,8.807713031768799,8.807713031768799,8.807713031768799,0.9021,0.0609,0.0609,16.41,16.41,128.0,1.299674457999572,10.108640193939209
5,1,512,27.74917221069336,31.427705764770508,33.54160861968994,33.94263645172119,0.85276,0.26152000000000003,0.300728,3.818,19.09,100.0,0.6553656418000173,34.82126188278198
10,1,512,66.37034430503846,73.55358850955963,79.30177037715912,79.3496187543869,2.0850800000000005,0.6441800000000001,0.748915,1.5500000000000003,15.500000000000002,98.0,0.593619857199883,81.78837442398071
20,1,512,123.46753837002649,145.30830430984497,152.37765091657639,153.5071383833885,3.095672222222222,1.1976777777777778,1.395289,0.8355555555555555,15.04,98.55555555555556,0.5798066221662642,156.43162512779236
50,1,512,119.2604695558548,116.86196076869965,139.70896977186203,141.52505201101303,7.9593750000000005,3.103975,3.129578,0.31,1.24,30.75,0.5300586247503816,929.0203101634979
